1,3704,4,4
4,48002,4,4
6,54,4,4
7,54,3,4
9,54,4,4
10,54,4,4
12,54,4,4
13,54,4,4
16,19,4,4
19,31,4,4
24,19,4,4
28,54,4,4
29,54,4,4
32,88,4,4
38,2023,4,4
40,71,4,4
42,48,4,4
44,65,4,4
46,65,4,4
48,2023,4,4
52,1418675,4,3
56,1418675,4,3
57,1418675,3,2
